x,y,label
-0.156910430942,0.163317508873,airdflavelle_twitter
0.0890856596427,-0.334791647295,DarrylPlecas_twitter
0.221690821311,-0.358463665079,Mike_de_Jong_twitter
0.0565462772382,-0.00772670391525,PreetRaiBC_twitter
0.0844890169745,-0.282657652241,lindalarsonbc_twitter
0.0501427731998,0.0061635210234,AnneKangNDP_twitter
-0.1802267478,0.322921464098,rick_mcgowan_twitter
-0.00264805673276,-0.112226857164,karenxbwang_twitter
0.0820511306365,0.106137191773,rajchouhan_twitter
0.0275150363236,-0.177782378026,garrisondukebc_twitter
0.0278265612762,0.0539447361858,katrinacburnaby_twitter
0.0879415151442,-0.134831266688,stevedarling_twitter
-0.0263449307565,0.101081430873,doajoe_twitter
0.15731230706,-0.264565411542,Richard_T_Lee_twitter
0.00486777263547,0.243771662979,janetburnabyndp_twitter
0.00807898615224,-0.191803454159,donnabarnett_bc_twitter
-0.344212530266,0.239086488199,giesbrechtrita_twitter
0.145275031951,0.0291811748062,scotty_quesnel_twitter
-0.0699280323591,0.143156179894,richardejaques_twitter
0.10778328025,-0.397676977797,coraleeoakes_twitter
-0.0875964459011,0.00179823668696,WayneFroese_twitter
0.112366153225,-0.277433483897,JohnMartin4BC_twitter
0.0511499332989,0.230782472228,patti_macahonic_twitter
-0.1129488414,0.0481742230679,samsonboyer1_twitter
0.044658687523,-0.336031126052,clovechok_twitter
0.0234208908513,0.0493466401381,taftgerry_twitter
0.0303973395484,-0.248355535522,joan_isaacs_twitter
-0.0656084874301,0.0154728821441,iandsoutar_twitter
0.00939425253462,0.209783256662,jbtwickens_twitter
0.0488058174315,-0.300457807146,stevekimbc_twitter
-0.0376631544887,0.313921280138,selinarobinson_twitter
-0.296050136585,0.257519020991,nicspurling_twitter
0.027971478148,0.0370167302285,ronnaraeleonard_twitter
-0.36444947499,0.24320363609,soniafurstenau_twitter
0.0615903890561,-0.218557751452,houssersteve_twitter
0.124919683427,0.0154131744861,LoriIanni_twitter
-0.010168363247,-0.0196538425771,ian_s_morrison_twitter
0.152280260486,-0.365758351772,Scott4Delta_twitter
0.0109975318324,0.216602824077,kahlonrav_twitter
-0.143966324553,0.283775298164,jacquieemiller_twitter
-0.139242167887,0.27934812245,larrycolero_twitter
0.107222432309,-0.319082023905,ianpatondelta_twitter
0.0341805819824,0.166882865066,mrnicholaswong_twitter
0.0516453622474,-0.0288377251106,mitzideanbc_twitter
0.0744971300502,-0.2460050645,barbdesjardins_twitter
-0.0260874847186,0.0422286178256,martayformla_twitter
-0.106823856455,0.141447333182,josh_steffler_twitter
-0.232701877454,0.232986079749,AGreen4BCGreens_twitter
0.0794840643206,0.215331818459,henshallbc_twitter
0.114799675851,-0.367842014883,tegart_jackie_twitter
-0.741803357796,0.350792374303,danjhines_twitter
0.159895819728,-0.196761108723,PeterMilobar_twitter
0.0327679992695,0.114632844305,bnederpel_twitter
0.0572600581039,0.103226735933,nancybepple_twitter
-0.285195575774,0.232725873868,donovancavers_twitter
0.120408954237,-0.33219993729,toddstonebc_twitter
0.117946695231,-0.32473685142,NormLetnick_twitter
0.00641047353765,0.02942576671,erikbc2017_twitter
-0.319091630398,0.261781981171,bcgreenklc_twitter
0.106050893266,-0.3337497048,Steve4Kelowna_twitter
0.0620093612608,-0.312031561608,christyclarkbc_twitter
0.0143429657731,0.0432660813679,shelleycook4ndp_twitter
-0.201470332899,0.292107138052,f1computer_twitter
-0.0122313414343,0.32449018584,brianformla_twitter
-0.0166113041194,0.140445395412,libertykkomar_twitter
0.0530152845124,-0.030419618667,randalmacnair_twitter
0.0401049837785,-0.0562195052699,TomShypitka_twitter
0.141468290753,0.12266254956,KatrineConroy_twitter
-0.0594525828354,0.0534169438026,JDFlibertarian_twitter
0.0850236244014,0.031968059465,jjhorgan_twitter
0.0354694380654,-0.224719481135,cathynoelbc_twitter
-0.152231982424,0.0127495299313,brendanralfsgp_twitter
-0.056333842646,0.284208647299,chaddockcostelo_twitter
-0.0465724118366,-0.291884420236,maryforbc_twitter
0.117199979766,-0.356274990865,colemancountry_twitter
0.0796897288914,0.126586209873,alexjoehl_twitter
0.227343540795,-0.268868768949,MarcDalton_twitter
-0.110934606171,0.111356206936,bobdeithmrm_twitter
-0.22021007796,0.219126946124,petertamgogreen_twitter
0.108252424779,0.032709182282,lisabeare_twitter
0.0976401190268,-0.273202433945,douglasbing_twitter
0.000956770331646,0.0719753087946,mapleridgealex_twitter
0.0804792313801,0.134045296319,scottfraserndp_twitter
0.0490025960392,0.0638275803185,lisabeare_twitter
-0.00147912410115,-0.242916528899,parisgaudet_twitter
0.130961706745,-0.245020665657,alanadelong_twitter
